id,organization,country_code,country_name,postal_code,city,company_size_category,employees,economic_sector_EN,economic_sector_DE,number_of_balances,balance1_type_code,balance1_version,balance1_audit_type,balance1_valid_until_date,balance1_valid_until_year,balance1_year,balance1_score,balance1_documents,balance2_type_code,balance2_version,balance2_audit_type,balance2_valid_until_date,balance2_valid_until_year,balance2_year,balance2_score,balance2_documents,balance3_type_code,balance3_version,balance3_audit_type,balance3_valid_until_date,balance3_valid_until_year,balance3_year,balance3_score,balance3_documents,balance4_type_code,balance4_version,balance4_audit_type,balance4_valid_until_date,balance4_valid_until_year,balance4_year,balance4_score,balance4_documents,balance5_type_code,balance5_version,balance5_audit_type,balance5_valid_until_date,balance5_valid_until_year,balance5_year,balance5_score,balance5_documents,balance6_type_code,balance6_version,balance6_audit_type,balance6_valid_until_date,balance6_valid_until_year,balance6_year,balance6_score,balance6_documents,balance7_type_code,balance7_version,balance7_audit_type,balance7_valid_until_date,balance7_valid_until_year,balance7_year,balance7_score,balance7_documents,balance8_type_code,balance8_version,balance8_audit_type,balance8_valid_until_date,balance8_valid_until_year,balance8_year,balance8_score,balance8_documents
14775,Cafe Pausenraum,DE,Germany,79108,Freiburg,Micro (≤10),1-2,Services,Dienstleistung,1.0,M5.0,Full,Peer,31-12-2020,2020.0,2018.0,642,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40892,camera obscura GmbH,DE,Germany,10707,Berlin,Micro (≤10),1-2,Media,Medien,1.0,M5.0,Compact,Peer,31-08-2023,2023.0,2021.0,480,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124487,camera obscura GmbH,DE,Germany,10707,Berlin,Micro (≤10),3-10,Marketing / Avertising / PR,Marketing / Werbung / PR,1.0,M5.0,Compact,Peer,31-08-2025,2025.0,2023.0,202,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64668,Campus National,BE,Belgium,2000,Antwerpen,Micro (≤10),3-10,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Compact,Peer,30-06-2024,2024.0,2022.0,524,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92511,Can Cet,ES,Spain,08918,Badalona,Micro (≤10),1-2,Other,Sonstige,1.0,M5.0,Full,On site,25-07-2016,2016.0,2014.0,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14897,Cappel,AT,Austria,9991,Dölsach,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,31-10-2020,2020.0,2018.0,591,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19285,Cappelletti + Bongiovanni Srl,IT,Italy,47013,Dovadola,Micro (≤10),3-10,Craft,Handwerk,1.0,M5.0,Full,On site,30-01-2021,2021.0,2019.0,472,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84326,Capri HotelbetriebsGmbH & Co KG,AT,Austria,1020,Wien,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1.0,M5.0,Full,On site,31-12-2024,2024.0,2022.0,410,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36659,cardamom,AT,Austria,8160,Weiz,Micro (≤10),3-10,Consulting,Beratung / Consulting,1.0,4.1,Standard,Peer,31-07-2016,2016.0,2014.0,772,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57026,CariKids gGmbH,DE,Germany,50825,Köln,Mid (≤250),51-100,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Compact,On site,29-02-2024,2024.0,2022.0,492,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84555,Caritasverband Arnsberg-Sundern e.V.,DE,Germany,59821,Arnsberg,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,Peer,31-12-2024,2024.0,2022.0,324,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73439,Caritasverband für den Landkreis Emmendingen e.V.,DE,Germany,79312,Emmendingen,Mid (≤250),101-250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,On site,30-09-2024,2024.0,2022.0,355,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118354,Caritasverband Köln,DE,Germany,50825,Köln,Large (>250),1001-2500,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,On site,31-05-2025,2025.0,2023.0,336,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87407,Caritasverband Paderborn e.V.,DE,Germany,33098,Paderborn,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,Peer,31-08-2024,2024.0,2022.0,379,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90809,Carry Products GmbH,DE,Germany,10777,Berlin,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1.0,M5.0,Compact,Peer,31-08-2024,2024.0,2022.0,488,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14759,castello – Wohlfühlhotel in Königsleiten,AT,Austria,5742,Wald im Pinzgau,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1.0,M5.0,Compact,Peer,31-12-2021,2021.0,2019.0,400,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14828,"Catucho GbR (Ulrike &Laura Eckhardt), Rösterei",DE,Germany,27333,Bücken,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1.0,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14829,CCC Druck und Medien GmbH,DE,Germany,48147,Münster,Small (≤50),11-25,Internet / Multimedia,Internet / Multimedia,1.0,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92525,Centro de psicología y Coaching Valencia S.L.,ES,Spain,46183,L’Eliana,Micro (≤10),1-2,Other,Sonstige,1.0,M5.0,Full,On site,31-12-2023,2023.0,2021.0,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117424,Centro Papa Giovanni XXIII Soc. Cooperativa Soc,IT,Italy,60131,Ancona,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Full,Peer,05-05-2024,2024.0,2022.0,383,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117428,Cha Maria Srl Società Benefit,IT,Italy,10020,Lauriano TO,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Full,Peer,05-05-2024,2024.0,2022.0,230,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24834,Chemical Check GmbH,DE,Germany,32839,Steinheim,Small (≤50),26-50,Services,Dienstleistung,2.0,M5.0,Compact,Peer,,,,,,M5.0,Compact,On site,31-10-2025,2025.0,2023.0,363.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92387,Chocolates Artesanos Isabel,ES,Spain,44550,Alcorisa,,,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14929,Christian Felber,AT,Austria,1070,Wien,Micro (≤10),3-10,Other,Sonstige,2.0,M5.0,Compact,Desk,,,,,,M5.0,Compact,Desk,31-01-2025,2025.0,2023.0,440.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14898,Christian Jensen Kolleg,DE,Germany,25821,Breklum,Small (≤50),26-50,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,2.0,4.1,Standard,Peer,31-12-2017,2017.0,2015.0,447,Report+Certificate,4.1,Standard,Desk,28-02-2021,2021.0,2019.0,528.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90051,Christian Jensen Kolleg gemeinnützige GmbH Breklum,DE,Germany,25821,Breklum,Small (≤50),11-25,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Full,Desk,31-07-2025,2025.0,2023.0,589,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133954,Christian Rüther e.U.,AT,Austria,1070,Wien,,,Consulting,Beratung / Consulting,3.0,4.1,Standard,On site,,,,,Report,3.0,Standard,Desk,,,,,Report,4.1,Standard,On site,31-05-2017,2017.0,2015.0,547.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124336,Christine Ehlers-werterleben,DE,Germany,10555,Berlin,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,31-08-2025,2025.0,2023.0,313,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14783,"Christof Bader KG – Fliesen, Kachelöfen, Natursteine",AT,Austria,5640,Bad Gastein,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1.0,M5.0,Compact,Peer,31-12-2021,2021.0,2019.0,508,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37751,Christoph Spahn,DE,Germany,76332,Bad Herrenalb,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.0,Standard,Desk,30-12-2015,2015.0,2013.0,529,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14766,"cibaria GmbH, ökologisch-biologische Vollkornbäckerei",DE,Germany,48155,Münster,Small (≤50),26-50,Craft,Handwerk,3.0,4.1,Standard,Peer,28-02-2019,2019.0,2017.0,630,Report+Certificate,M5.0,Full,On site,30-11-2021,2021.0,2019.0,635.0,Report+Attestation,M5.0,Full,Desk,30-04-2024,2024.0,2022.0,639.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92343,Circuitos Aljarafe,ES,Spain,41960,Gines,,,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59060,Claudia Schleicher | Engagement & Change,DE,Germany,40627,Düsseldorf,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Full,Desk,29-02-2024,2024.0,2022.0,386,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92437,Club de Fútbol Popular Orihuela Deportiva,ES,Spain,03300,Orihuela,,,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14816,CMP Competent Management Partners AG,CH,Switzerland,6333,Hünenberg See,Micro (≤10),1-2,Consulting,Beratung / Consulting,3.0,4.1,Standard,Desk,31-10-2019,2019.0,2017.0,546,Report+Attestation,M5.0,Compact,Desk,31-12-2021,2021.0,2019.0,521.0,Report+Attestation,M5.0,Compact,Peer,30-06-2025,2025.0,2023.0,549.0,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34187,Coaching Zahn,DE,Germany,83301,Traunreut,Micro (≤10),1-2,Services,Dienstleistung,1.0,M5.0,Compact,Desk,30-06-2023,2023.0,2021.0,300,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30127,Condrobs e.V.,DE,Germany,81673,München,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,4.1,Standard,Peer,,,,,Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14989,confideon Unternehmensberatung GmbH,DE,Germany,10823,Berlin,Small (≤50),11-25,Consulting,Beratung / Consulting,2.0,M5.0,Compact,Desk,31-07-2022,2022.0,2020.0,489,Report+Attestation,M5.0,Compact,On site,30-11-2025,2025.0,2023.0,493.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93959,ConPlusUltra GmbH,AT,Austria,3100,St. Pölten,Small (≤50),26-50,Consulting,Beratung / Consulting,1.0,M5.0,Full,Peer,30-11-2024,2024.0,2022.0,487,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14769,conSalis e.Gen.,AT,Austria,5020,Salzburg,Micro (≤10),3-10,Consulting,Beratung / Consulting,1.0,M5.0,Full,Peer,28-02-2021,2021.0,2019.0,518,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14738,Contecta immobilienvewwaltung GmbH,DE,Germany,86156,Augsburg,Small (≤50),11-25,Real Estate / Facility Management,Immobilien / Facility Management,1.0,M5.0,Full,Peer,30-09-2022,2022.0,2020.0,246,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84610,Content5 AG,DE,Germany,81541,München,Small (≤50),11-25,Consulting,Beratung / Consulting,1.0,M5.0,Full,Peer,31-07-2024,2024.0,2022.0,243,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14931,CONTIGO Fairtrade GmbH,DE,Germany,37079,Göttingen,Mid (≤250),101-250,Trade / Consumption,Handel / Konsum,1.0,M5.0,Full,Peer,31-12-2021,2021.0,2019.0,847,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36656,Cornelia Burth,DE,Germany,23056,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.1,Standard,Peer,28-02-2016,2016.0,2014.0,313,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44720,Corona Bürotechnik GmbH,DE,Germany,12681,Berlin,Micro (≤10),3-10,Electrical / Electronics,Elektro / Elektronik,1.0,4.1,Standard,On site,30-06-2023,2023.0,2021.0,510,Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30962,corsus corporate sustainability GmbH,DE,Germany,22765,Hamburg,Micro (≤10),3-10,Consulting,Beratung / Consulting,3.0,4.1,Standard,Peer,31-07-2017,2017.0,2015.0,468,Report+Certificate,4.1,Standard,On site,30-06-2018,2018.0,2016.0,671.0,Report+Attestation,M5.0,Compact,Desk,30-04-2023,2023.0,2021.0,580.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153840,corsus corporate sustainability GmbH,DE,Germany,20459,Hamburg,Large (>250),2501-5000,Consulting,Beratung / Consulting,1.0,M5.0,Compact,On site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14669,"Cosyma, EPU",DE,Germany,70599,Stuttgart,Micro (≤10),1-2,Consulting,Beratung / Consulting,2.0,M5.0,Compact,Desk,31-10-2020,2020.0,2018.0,567,Report+Attestation,M5.0,Compact,Desk,31-03-2024,2024.0,2022.0,630.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92403,Coworking Nomad,ES,Spain,38002,Santa Cruz de Tenerife,,,Other,Sonstige,2.0,M5.0,Full,Peer,,,,,,M5.0,Full,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62168,cramer & müller service GmbH & Co. KG / cramer müller & partner consulting PartG,DE,Germany,60323,Frankfurt am Main,Micro (≤10),3-10,Consulting,Beratung / Consulting,1.0,M5.0,Full,On site,31-03-2024,2024.0,2022.0,310,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92409,CREARQCIO COOP. V,ES,Spain,46008,Valencia,,,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44713,Createur de Interieur – Ing. Christian Supola,AT,Austria,7022,Schattendorf,Micro (≤10),1-2,Craft,Handwerk,1.0,4.1,Standard,Peer,31-03-2016,2016.0,2014.0,484,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45149,CRM – Coastal Research & Management,DE,Germany,24159,Kiel,Micro (≤10),3-10,Other,Sonstige,1.0,M5.0,Compact,On site,31-01-2024,2024.0,2022.0,394,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104639,CrossmarX,NL,Netherlands,1001 GD,Amsterdam,Micro (≤10),3-10,Telecommunication,Telekommunikation,1.0,M5.0,Compact,On site,31-03-2025,2025.0,2023.0,432,Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92419,Crowd Spain S.L,ES,Spain,38002,Santa Cruz de Tenerife,,,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40169,Ctn Consulting,AT,Austria,6130,Schwaz,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,31-07-2023,2023.0,2021.0,309,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92363,Cuinatur,ES,Spain,12005,Castellón de la Plana,,,Other,Sonstige,2.0,M5.0,Full,Peer,,,,,,M5.0,Full,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14670,Culumnatura,AT,Austria,2115,Ernstbrunn,Small (≤50),11-25,Other,Sonstige,2.0,4.0,Standard,Desk,31-12-2015,2015.0,2013.0,479,Report+Attestation,M5.0,Compact,On site,30-04-2021,2021.0,2019.0,722.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14830,"Czeczatka, Werner & Partner Steuerberatungsgesellschaft",DE,Germany,35108,Allendorf/Eder,Small (≤50),26-50,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,1.0,M5.0,Compact,Peer,30-10-2020,2020.0,2018.0,293,Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35297,D-QuESTioN,DE,Germany,16818,Walsleben,,,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Compact,Desk,30-04-2023,2023.0,2021.0,428,Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93961,da-ka hausbetreuungs GmbH,AT,Austria,1220,Wien,Mid (≤250),51-100,Real Estate / Facility Management,Immobilien / Facility Management,1.0,M5.0,Full,Peer,30-11-2024,2024.0,2022.0,571,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140348,Dachstiftung Diakonie,DE,Germany,38518,Gifhorn,Large (>250),2501-5000,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Full,On site,31-01-2026,2026.0,2024.0,357,Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127566,Dalitz Immobilien GmbH,DE,Germany,53332,Bornheim,Micro (≤10),1-2,Real Estate / Facility Management,Immobilien / Facility Management,1.0,M5.0,Compact,Peer,31-05-2025,2025.0,2023.0,340,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104216,Das Diakonische Werk der Evangelischen Landeskirche in Baden e.V.,DE,Germany,76137,Karlsruhe,Mid (≤250),101-250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,On site,31-05-2025,2025.0,2023.0,554,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130169,Das Gemüseabo Max Apfelbacher,DE,Germany,53332,Bornheim,Small (≤50),26-50,Trade / Consumption,Handel / Konsum,1.0,M5.0,Compact,Peer,31-05-2025,2025.0,2023.0,440,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101888,DAS HELDEN ATELIER,DE,Germany,86504,Merching,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,28-02-2025,2025.0,2023.0,272,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45146,DAS ZENTRUM – Marietta Sonja Keller,CH,Switzerland,3048,Worblaufen,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.0,Standard,Peer,30-06-2015,2015.0,2013.0,219,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102906,Datenschutzberatung Janthur GmbH,DE,Germany,73728,Esslingen,Micro (≤10),3-10,Services,Dienstleistung,1.0,M5.0,Compact,On site,31-01-2025,2025.0,2023.0,312,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62109,Datracon,DE,Germany,70599,Stuttgart,Micro (≤10),1-2,Consulting,Beratung / Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64666,de Koer,BE,Belgium,9000,Gent,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1.0,M5.0,Compact,Peer,30-06-2024,2024.0,2022.0,546,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44715,De Öko Melkburen GmbH,DE,Germany,24632,Lentföhrden,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1.0,4.1,Standard,Peer,30-04-2017,2017.0,2015.0,531,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47814,Degree Clothing GmbH,DE,Germany,86511,Schmiechen,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1.0,M5.0,Full,Peer,31-10-2023,2023.0,2021.0,342,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92501,Delibera,ES,Spain,08001,Barcelona,Micro (≤10),1-2,Other,Sonstige,1.0,M5.0,Full,On site,22-07-2016,2016.0,2014.0,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14900,Der Fährmann Bestattung und Trauerrituale Bernhard Schöpfer OG,AT,Austria,6410,Telfs,Micro (≤10),3-10,Other,Sonstige,2.0,M5.0,Compact,Desk,31-12-2020,2020.0,2018.0,406,Report+Attestation,M5.0,Compact,Desk,31-01-2024,2024.0,2022.0,410.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38694,DER HOLZHOF GmbH  Kunze,AT,Austria,74582,Gerabronn-Dünsbach,Micro (≤10),3-10,Craft,Handwerk,1.0,4.1,Standard,Desk,31-08-2016,2016.0,2014.0,576,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40994,"Der Service Gaertner Gärtnermeister, Reinhard Sperr",AT,Austria,4894,Oberhofen,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1.0,4.1,Standard,Desk,31-12-2017,2017.0,2015.0,410,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44722,DESIGNKRAFT Werbeagentur,AT,Austria,5026,Salzburg,Micro (≤10),1-2,Marketing / Avertising / PR,Marketing / Werbung / PR,1.0,4.1,Standard,Peer,30-09-2017,2017.0,2015.0,370,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98840,Destination Wattens Regionalentwicklung GmbH,AT,Austria,6112,Wattens,Small (≤50),11-25,Other,Sonstige,1.0,M5.0,Compact,On site,31-03-2025,2025.0,2023.0,403,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55125,Deutsches Theater in Göttingen GmbH,DE,Germany,37073,Göttingen,Mid (≤250),101-250,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1.0,M5.0,Compact,Peer,30-11-2023,2023.0,2021.0,426,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47812,deVega Medien GmbH,DE,Germany,86165,Augsburg,Small (≤50),26-50,Printing / Paper / Packaging,Druck / Papier / Verpackung,1.0,M5.0,Full,Peer,31-10-2023,2023.0,2021.0,256,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36827,DI Elke Szalai Planung&Vielfalt,AT,Austria,2700,Wiener Neustadt,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.1,Standard,Peer,31-03-2016,2016.0,2014.0,588,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
