id,organization,country_code,country_name,postal_code,city,company_size_category,employees,economic_sector_EN,economic_sector_DE,number_of_balances,balance1_type_code,balance1_version,balance1_audit_type,balance1_valid_until_date,balance1_valid_until_year,balance1_year,balance1_score,balance1_documents,balance2_type_code,balance2_version,balance2_audit_type,balance2_valid_until_date,balance2_valid_until_year,balance2_year,balance2_score,balance2_documents,balance3_type_code,balance3_version,balance3_audit_type,balance3_valid_until_date,balance3_valid_until_year,balance3_year,balance3_score,balance3_documents,balance4_type_code,balance4_version,balance4_audit_type,balance4_valid_until_date,balance4_valid_until_year,balance4_year,balance4_score,balance4_documents,balance5_type_code,balance5_version,balance5_audit_type,balance5_valid_until_date,balance5_valid_until_year,balance5_year,balance5_score,balance5_documents,balance6_type_code,balance6_version,balance6_audit_type,balance6_valid_until_date,balance6_valid_until_year,balance6_year,balance6_score,balance6_documents,balance7_type_code,balance7_version,balance7_audit_type,balance7_valid_until_date,balance7_valid_until_year,balance7_year,balance7_score,balance7_documents,balance8_type_code,balance8_version,balance8_audit_type,balance8_valid_until_date,balance8_valid_until_year,balance8_year,balance8_score,balance8_documents
36872,STEAUF Stefanie Aufleger,DE,Germany,78462,Konstanz,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,4.1,Standard,Peer,31-05-2017,2017.0,2015.0,682,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40573,STEAUF-Werkstatt,DE,Germany,78462,Konstanz,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,29-02-2024,2024.0,2022.0,411,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23250,Stefan Wladarsch,DE,Germany,95447,Bayreuth,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14971,Steinbeis-Transferzentrum ZEN,DE,Germany,79106,Freiburg i.Br.,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,25-02-2022,2022.0,2020.0,386,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14873,Steinbildhauerei Vincent,DE,Germany,58300,Wetter (Ruhr),Micro (≤10),1-2,Craft,Handwerk,1.0,M5.0,Compact,Peer,30-10-2020,2020.0,2018.0,473,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25029,Steiner Touring GmbH,IT,Italy,39030,Prags,Large (>250),>250,Transport / Logistics,Verkehr / Transport / Logistik,1.0,M5.0,Compact,Peer,21-12-2022,2022.0,2020.0,256,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30147,Steinmetz Braun GmbH,DE,Germany,84051,Essenbach-Altheim,Micro (≤10),3-10,Craft,Handwerk,1.0,M5.0,Compact,Peer,31-07-2023,2023.0,2021.0,297,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106552,step GbR,DE,Germany,29468,Bergen an der Dumme,Micro (≤10),3-10,Consulting,Beratung / Consulting,1.0,M5.0,Compact,On site,31-07-2025,2025.0,2023.0,413,Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44957,Sterntalerhof – Verein für ganzheitliche Lebensbegleitung,AT,Austria,7410,Loipersdorf-Kitzladen,Small (≤50),11-25,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,4.1,Standard,Peer,08-04-2016,2016.0,2014.0,669,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96973,Steuerberatungskanzlei Berkelmann,DE,Germany,49477,Ibbenbüren,Micro (≤10),3-10,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,1.0,M5.0,Compact,Peer,31-12-2024,2024.0,2022.0,221,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15515,Steuerkanzlei Heinrich,DE,Germany,68219,Mannheim,Micro (≤10),3-10,Services,Dienstleistung,1.0,M5.0,Compact,Desk,31-10-2022,2022.0,2020.0,315,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96622,Steuerkanzlei Pfann,DE,Germany,86159,Augsburg,Micro (≤10),3-10,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,1.0,M5.0,Full,Peer,31-01-2025,2025.0,2023.0,189,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37370,Steuerkanzlei Uwe K.Eberhardt,DE,Germany,78467,Konstanz,Micro (≤10),3-10,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,2.0,4.1,Standard,Peer,31-05-2017,2017.0,2015.0,420,Report+Certificate,M5.0,Full,On site,31-07-2023,2023.0,2021.0,486.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78247,stg – Die MitarbeiterBerater GmbH,DE,Germany,91056,Erlangen,Micro (≤10),3-10,Services,Dienstleistung,1.0,M5.0,Full,On site,31-10-2024,2024.0,2022.0,278,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63662,Stiegl-Gut Wildshut GmbH,AT,Austria,5017,Salzburg,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1.0,M5.0,Compact,On site,31-08-2024,2024.0,2022.0,403,Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14874,Stierlin Holz am Bau GmbH,CH,Switzerland,8400,Winterthur,Micro (≤10),3-10,Craft,Handwerk,1.0,M5.0,Compact,Peer,30-04-2020,2020.0,2018.0,437,Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129757,Stiftung Gemeinwohl-Ökonomie NRW,DE,Germany,32756,Detmold,Micro (≤10),1-2,Other,Sonstige,1.0,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45950,Stiftung Praktischer Umweltschutz Schweiz – Pusch,CH,Switzerland,8032,Zürich,Small (≤50),26-50,Other,Sonstige,1.0,M5.0,Full,Peer,31-10-2023,2023.0,2021.0,539,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106945,Stiftung Theologische Hochschule Reutlingen der Evangelisch-methodistischen Kirche,DE,Germany,72762,Reutlingen,Small (≤50),11-25,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Compact,On site,31-05-2025,2025.0,2023.0,510,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35307,"Stimmumschwung, Hayo Keckeis, Wilhermsdorf",DE,Germany,91452,Wilhermsdorf,,,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,2.0,M5.0,Compact,Peer,30-06-2023,2023.0,2021.0,259,Report+Certificate,M5.0,Compact,Peer,30-09-2025,2025.0,2023.0,248.0,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133268,STL srl sb,IT,Italy,36063,Marostica,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,2.0,M5.0,Full,Peer,12-05-2023,2023.0,2021.0,318,Report+Certificate,M5.0,Full,Peer,01-06-2025,2025.0,2023.0,311.0,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87391,Strobel AG,DE,Germany,91154,Roth,Small (≤50),26-50,Printing / Paper / Packaging,Druck / Papier / Verpackung,1.0,M5.0,Compact,Peer,25-08-2024,2024.0,2022.0,369,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35308,Strom vom Dach,AT,Austria,6343,Erl,,,Energy,Energiewirtschaft,1.0,M5.0,Compact,Desk,31-05-2022,2022.0,2020.0,398,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87416,Struck-Leuchten GmbH & Co. KG,DE,Germany,32839,Steinheim,Mid (≤250),51-100,Marketing / Avertising / PR,Marketing / Werbung / PR,1.0,M5.0,Compact,Peer,31-08-2024,2024.0,2022.0,227,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129593,STUDIO | STADT | REGION – Förster Kurz Architekten & Stadtplaner Partnerschaft mbB,DE,Germany,80637,München,Small (≤50),11-25,Construction / Architecture,Baugewerbe / Architektur,1.0,M5.0,Full,Peer,31-12-2025,2025.0,2023.0,414,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67263,Stuttgarter Bäder,DE,Germany,70176,Stuttgart,Large (>250),>250,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1.0,M5.0,Full,On site,30-04-2025,2025.0,2023.0,417,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92477,Subbética Ecológica,ES,Spain,14940,Cabra,Micro (≤10),1-2,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94655,subject:RESOUL AG,DE,Germany,10965,Berlin,Micro (≤10),3-10,Consulting,Beratung / Consulting,1.0,M5.0,Compact,On site,31-05-2025,2025.0,2023.0,369,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44961,sun.e-solution GmbH,AT,Austria,9991,Dölsach,Micro (≤10),3-10,Electrical / Electronics,Elektro / Elektronik,1.0,4.1,Standard,Peer,31-05-2018,2018.0,2016.0,381,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92453,Supernaranjas,ES,Spain,12530,Burriana,,,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152117,Superuse Studios NL BV,NL,Netherlands,3063NS,Rotterdam,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1.0,M5.0,Compact,On site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14932,"Susanne Dahncke, Coaching für Querdenker",DE,Germany,21079,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Full,Desk,31-03-2022,2022.0,2020.0,327,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17165,swapwork UG (haftungsbeschränkt),DE,Germany,10179,Berlin,Micro (≤10),1-2,Other,Sonstige,1.0,M5.0,Compact,Desk,31-07-2022,2022.0,2020.0,504,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14689,Synthro,DE,Germany,55122,Mainz,Micro (≤10),3-10,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,31-08-2020,2020.0,2018.0,285,Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154460,Szene – Verein zur Förderung der Kultur,AT,Austria,5020,Salzburg,Small (≤50),11-25,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1.0,M5.0,Compact,On site,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25020,Taferner GmbH,IT,Italy,39031,Bruneck,Small (≤50),26-50,Transport / Logistics,Verkehr / Transport / Logistik,1.0,M5.0,Compact,Peer,21-12-2022,2022.0,2020.0,266,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38145,TAGWERK Großhandel für Naturkost GmbH,DE,Germany,85748,Garching,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1.0,4.0,Standard,Peer,30-12-2015,2015.0,2013.0,626,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14707,Taifun-Tofu GmbH,DE,Germany,79108,Freiburg,Mid (≤250),101-250,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2.0,4.1,Standard,Desk,30-09-2018,2018.0,2016.0,575,Report+Attestation,M5.0,Full,Desk,31-08-2021,2021.0,2019.0,608.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44963,Talents4Good GmbH,DE,Germany,10117,Berlin,Micro (≤10),3-10,HR,Personalwesen / Personalbeschaffung,1.0,4.1,Standard,Peer,31-12-2017,2017.0,2015.0,454,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14986,Tannerhof GmbH & Co.KG,DE,Germany,83735,Bayrischzell,Small (≤50),26-50,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1.0,M5.0,Compact,Peer,31-12-2021,2021.0,2019.0,571,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37564,Tanzschule Schwebach,AT,Austria,1220,Wien,Micro (≤10),3-10,Services,Dienstleistung,2.0,4.1,Standard,Peer,30-06-2014,2014.0,2012.0,451,Report+Certificate,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14875,Taoasis GmbH Natur Duft Manufaktur,DE,Germany,32758,Detmold,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68530,TAOASIS GmbH Natur Duft Manufaktur,DE,Germany,32791,Lage,Small (≤50),26-50,Chemistry,Chemie,1.0,M5.0,Full,On site,31-10-2024,2024.0,2022.0,456,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129596,TARABAO Bio.Fair.Direkt GmbH,DE,Germany,81735,München,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,1.0,M5.0,Full,Peer,31-12-2025,2025.0,2023.0,345,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37001,taz Verlags u. Vertriebs GmbH,DE,Germany,10969,Berlin,Large (>250),>250,Media,Medien,1.0,4.1,Standard,Desk,31-03-2017,2017.0,2015.0,395,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14853,Team Christian Felber,AT,Austria,1072,Wien,Micro (≤10),3-10,Consulting,Beratung / Consulting,4.0,4.0,Standard,Desk,30-12-2014,2014.0,2012.0,662,Report+Attestation,4.1,Standard,Desk,30-06-2017,2017.0,2015.0,617.0,Report+Attestation,M5.0,Full,Desk,30-04-2020,2020.0,2018.0,647.0,Attestation,M5.0,Compact,Desk,30-09-2022,2022.0,2020.0,674.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76898,Team23 GmbH,DE,Germany,86153,Augs,Mid (≤250),51-100,Internet / Multimedia,Internet / Multimedia,1.0,M5.0,Full,Peer,31-01-2025,2025.0,2023.0,265,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30156,Techgenossen eG,DE,Germany,81735,München,Micro (≤10),3-10,EDP / IT,EDV / IT,1.0,M5.0,Compact,Peer,31-07-2023,2023.0,2021.0,448,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39029,Technischen Hochschule Nürnberg Georg Simon Ohm,DE,Germany,90489,Nürnberg,Large (>250),>250,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Full,On site,31-10-2023,2023.0,2021.0,321,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78432,TECTUM GmbH,AT,Austria,6845,Hohenems,Small (≤50),26-50,Construction / Architecture,Baugewerbe / Architektur,1.0,M5.0,Compact,Peer,30-11-2024,2024.0,2022.0,297,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126584,Tenero Consulting sas,IT,Italy,37059,Zevio,Micro (≤10),1-2,Waste Disposal,Abfallentsorgung,1.0,M5.0,Full,Peer,01-06-2025,2025.0,2023.0,139,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144919,Tepui Energy UG,DE,Germany,40878,Ratingen,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62100,TESD GmbH,DE,Germany,89075,Ulm,Micro (≤10),1-2,EDP / IT,EDV / IT,1.0,M5.0,Full,Peer,31-10-2024,2024.0,2022.0,532,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25351,tetrateam – Nachhaltige Konzepte OHG,DE,Germany,10961,Berlin,Micro (≤10),1-2,Insurance,Versicherung,2.0,M5.0,Compact,Peer,28-02-2022,2022.0,2020.0,687,Report+Certificate,M5.0,Full,Desk,31-12-2024,2024.0,2022.0,677.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50520,Textlandia Sibylle Reuter,DE,Germany,40593,Düsseldorf,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,31-10-2023,2023.0,2021.0,586,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41216,The Camphill School,US,United States,19343,Glenmoore,Mid (≤250),101-250,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,4.1,Standard,Desk,30-07-2017,2017.0,2015.0,552,Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112211,The Changer GmbH,DE,Germany,12053,Berlin,Micro (≤10),3-10,Services,Dienstleistung,1.0,M5.0,Compact,On site,31-10-2025,2025.0,2023.0,404,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92473,The Circular Project,ES,Spain,28008,Madrid,Micro (≤10),1-2,Other,Sonstige,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106276,The New School for Information Services,NL,Netherlands,1071 cv,amsterdam,Small (≤50),11-25,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1.0,M5.0,Compact,On site,31-03-2025,2025.0,2023.0,325,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45841,Theater ecce,AT,Austria,5020,Salzburg,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1.0,M5.0,Full,Peer,30-06-2024,2024.0,2022.0,566,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35273,"Theater Salz+Pfeffer, Nürnberg",DE,Germany,90443,Nürnberg,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,2.0,M5.0,Compact,Peer,30-06-2023,2023.0,2021.0,381,Report+Certificate,M5.0,Compact,Peer,30-09-2025,2025.0,2023.0,447.0,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14751,TherapieZeitRaum,DE,Germany,30659,Hannover,Small (≤50),11-25,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1.0,M5.0,Compact,Peer,31-12-2021,2021.0,2019.0,697,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14934,Think fresh,DE,Germany,35647,Waldsolms,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Desk,31-03-2022,2022.0,2020.0,317,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14713,Thomas Henne,DE,Germany,88045,Friedrichshafen,Micro (≤10),1-2,Consulting,Beratung / Consulting,2.0,M5.0,Compact,Desk,30-05-2021,2021.0,2019.0,354,Report+Attestation,M5.0,Compact,Peer,30-11-2025,2025.0,2023.0,610.0,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44779,"Thomas Huber, Bauernhof „Kripp“",AT,Austria,6067,Absam,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1.0,4.1,Standard,Peer,15-09-2016,2016.0,2014.0,622,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14981,"Thomas Mönius, Gemeinwohlberater",DE,Germany,90419,Nürnberg,Micro (≤10),1-2,Consulting,Beratung / Consulting,2.0,M5.0,Compact,Desk,31-05-2022,2022.0,2020.0,465,Report+Attestation,M5.0,Full,Desk,31-10-2024,2024.0,2022.0,547.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115472,Thomas Schanz Solutions,CH,Switzerland,8232,Merishausen,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,30-06-2025,2025.0,2023.0,481,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47041,Thomas Uloth Unternehmensberatung,DE,Germany,10179,Berlin – Mitte,Micro (≤10),1-2,Consulting,Beratung / Consulting,2.0,M5.0,Compact,Desk,30-09-2020,2020.0,2018.0,171,Report,M5.0,Compact,Desk,31-12-2023,2023.0,2021.0,271.0,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98829,Thomas Uloth Unternehmensberatung,DE,Germany,10179,Berlin,Micro (≤10),1-2,Consulting,Beratung / Consulting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155753,Thomas Uloth Unternehmensberatung,DE,Germany,10179,Berlin – Mitte,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14969,Tim Weinert,DE,Germany,70372,Stuttgart,Micro (≤10),1-2,Consulting,Beratung / Consulting,1.0,M5.0,Compact,Peer,28-02-2022,2022.0,2020.0,339,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40968,Tischlein Deck Dich e. V.,DE,Germany,76135,Karlsruhe,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1.0,4.1,Standard,Desk,31-01-2018,2018.0,2016.0,548,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27432,TLB GmbH,AT,Austria,6543,Nauders,Micro (≤10),3-10,Transport / Logistics,Verkehr / Transport / Logistik,1.0,M5.0,Compact,Peer,31-01-2023,2023.0,2021.0,239,Report+Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47141,TOFU Manufaktur Christian Nagel GmbH,DE,Germany,25474,Ellerbek,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1.0,M5.0,Compact,Peer,31-10-2023,2023.0,2021.0,524,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56881,Topp Textil GmbH,DE,Germany,87471,Durach,Mid (≤250),51-100,Textile,Textilbranche,1.0,M5.0,Full,On site,30-06-2024,2024.0,2022.0,342,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131835,Tourismusverband Ostallgäu e.V.,DE,Germany,87616,Marktoberdorf,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1.0,M5.0,Full,Peer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14806,Tourismusverband Wilder Kaiser,AT,Austria,6352,Ellmau,Small (≤50),26-50,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1.0,M5.0,Compact,On site,31-12-2021,2021.0,2019.0,508,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14811,Trafik Doppelhammer,AT,Austria,6342,Niederndorf,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1.0,M5.0,Compact,On site,31-12-2019,2019.0,2017.0,153,Report+Attestation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33859,Transition Woods gGmbH,DE,Germany,80637,München,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1.0,M5.0,Full,Peer,30-11-2023,2023.0,2021.0,414,Certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
