id,organization,organization_link,country_code,country_name,postal_code,city,company_size_category,employees,economic_sector_EN,economic_sector_DE,number_of_balances_org_table,balance_scores
76896,International School Augsburg -ISA- gAG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=fe6dv,DE,Germany,86152,Augsburg,Mid (≤250),51-100,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'31-01-2025': 278}
29821,Irene Müller,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=knkb1,NL,Netherlands,3551,Utrecht,Micro (≤10),1-2,Construction / Architecture,Baugewerbe / Architektur,1,{'30-09-2019': 380}
133344,IRIS Soc. Coop. Agricola,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=134gn,IT,Italy,26030,Calvatone (CR),Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'16-06-2024': 546}
32425,Ivo Knoll,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ypbya,AT,Austria,9500,Villach,Micro (≤10),1-2,Services,Dienstleistung,1,{'31-08-2023': 344}
78324,JanKoTec – Zukunft. Nachhaltig. Gestalten.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=4bwgj,DE,Germany,07646,Weißbach,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-09-2024': 357}
14657,Jaritz- Welten verbinden,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=top72,AT,Austria,9020,Klagenfurt am Wörthersee,Micro (≤10),1-2,Consulting,Beratung / Consulting,2,{'31-05-2017': 496}
36736,JELINEK AKADEMIE e.U.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=r1qnw,AT,Austria,2352,Gumpoldskirchen,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-06-2015': 301}
44816,Jochen Lindenfeld Agentur für Kommunikation,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=cci10,DE,Germany,60529,Frankfurt am Main,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-04-2019': 377}
14705,Jochen Siebel,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1cv3v,DE,Germany,86899,Landsberg am Lech,Micro (≤10),1-2,Consulting,Beratung / Consulting,2,"{'20-05-2021': 332, '31-07-2023': 456}"
14903,Johanna Paul,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5itk0,DE,Germany,13357,Berlin,Micro (≤10),1-2,Consulting,Beratung / Consulting,4,"{'31-05-2020': 649, '31-05-2023': 391}"
153644,Johannesstift Diakonie Jugendhilfe gGmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xjddg,DE,Germany,13587,Berlin,Large (>250),251-500,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,
14843,Jonathan Seminarhotel,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dqds1,DE,Germany,83339,Chieming/Hart,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-07-2019': 483}
50759,Josef Sigl e.U.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=u5fxc,AT,Austria,5162,Obertrum am See,Small (≤50),26-50,Trade / Consumption,Handel / Konsum,1,
14948,Judith Gunkel Unternehmensberatung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o4qfu,DE,Germany,22309,Hamburg,Micro (≤10),1-2,Services,Dienstleistung,1,{'31-03-2022': 502}
32984,Judith Landes Training – Beratung – Mediation,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zh0t7,DE,Germany,83128,Halfing,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-06-2023': 342}
14658,Jürgen Linsenmaier,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=2v2g6,DE,Germany,73630,Remshalden,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'28-02-2021': 245}
36536,JUSTUS MATTHIAS – ARCHITEKTEN,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7h1vh,DE,Germany,14057,Berlin,Micro (≤10),1-2,Construction / Architecture,Baugewerbe / Architektur,1,{'30-11-2016': 414}
30144,Juwelier Ernst-Walter Poser,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hfqkr,DE,Germany,41515,Grevenbroich,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-03-2019': 357}
44787,K.u.F. Drack GmbH & Co KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ersbn,AT,Austria,4643,Pettenbach,Small (≤50),26-50,Craft,Handwerk,1,{'31-12-2016': 443}
65212,K2 Engineering GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=u2yoa,DE,Germany,38542,Leiferde,Mid (≤250),51-100,Consulting,Beratung / Consulting,1,{'30-06-2024': 284}
36746,KAIROS – WIRKUNGSFORSCHUNG & ENTWICKLUNG GEMEINNÜTZIGE GMBH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=itxgw,AT,Austria,6900,Bregenz,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,{'31-12-2015': 737}
35274,Kaiser & Kühne Freizeitgeräte GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9tz7s,DE,Germany,27324,Eystrup,Mid (≤250),51-100,Other,Sonstige,2,{'30-06-2023': 352}
40219,Kaiser Haus GmbH & Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=kj4aj,DE,Germany,37696,Marienmünster,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-05-2023': 79}
14760,Kaiserhof Anif  Hotel-Restaurant-Bar,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=x1gxe,AT,Austria,5081,Anif,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2021': 436}
92505,Kaleidos,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=774oz,ES,Spain,28010,Madrid,Micro (≤10),1-2,Other,Sonstige,1,{'24-05-2018': 612}
29726,Kaltenegger & Partner Architekten ZT GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=u2n9k,AT,Austria,8160,Weiz,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-07-2016': 680}
65752,Kanzlei Besser Steuerberatungsgesellschaft mbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=i0wga,DE,Germany,12203,Berlin,Micro (≤10),3-10,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,1,{'31-07-2024': 202}
36527,KARDEA GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=w43d3,AT,Austria,7222,Rohrbach,Micro (≤10),1-2,Construction / Architecture,Baugewerbe / Architektur,1,{'31-12-2015': 341}
14808,Karl Siegel Produktions GmbH & Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=nrxdb,DE,Germany,21682,Stade,Small (≤50),26-50,Industry,Industrie,1,{'30-11-2021': 444}
14659,Karla Schimmel,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wzgtw,BE,Belgium,9040,Gent,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'21-03-2021': 278}
25482,KarmaKonsum Christoph Harrach,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=57v4o,DE,Germany,32805,Horn-Bad Meinberg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'28-02-2023': 501}
36951,Karsten Geisler,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=10onz,DE,Germany,50735,Köln,Micro (≤10),1-2,Media,Medien,1,{'30-11-2023': 353}
41051,Kartoffelkombinat – der Verein e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=au8rr,DE,Germany,80997,München,Small (≤50),11-25,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-12-2017': 712}
101564,Katharina Fiedler,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=cva6e,DE,Germany,85072,Eichstätt,Micro (≤10),1-2,Services,Dienstleistung,1,
14844,KBW Katholisches Kreisbildungswerk,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3wt9r,DE,Germany,83278,Traunstein,Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-07-2019': 400}
80325,Kenneth Alexander Grodotzki,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vn09u,DE,Germany,45468,Mülheim an der Ruhr,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-09-2024': 278}
83226,Kieferorthopädie Löwenzahn,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=utkdi,DE,Germany,96317,Kronach,Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-09-2024': 107}
131839,Kiehne GmbH & Co KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9j9sz,DE,Germany,87527,Ofterschwang,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-07-2025': 135}
14941,Kiezbett GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=v099g,DE,Germany,10247,Berlin,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1,{'28-02-2022': 751}
46711,Kinder lernen Leben gGmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=4s8xb,DE,Germany,12629,Berlin,Mid (≤250),101-250,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'31-10-2023': 352}
41207,Kirchner Konstruktionen GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xexnk,DE,Germany,88250,Weingarten,Mid (≤250),101-250,Automotive / Automotive supplier,Automobil / Automobilzulieferer,3,"{'30-06-2015': 247, '26-04-2016': 272, '31-10-2018': 312}"
14752,kiss the inuit,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tu6ce,DE,Germany,50670,Köln,Micro (≤10),3-10,Textile,Textilbranche,1,{'30-06-2021': 673}
112044,Kissing und Team GmbH & CO KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=uds7v,DE,Germany,58706,Menden,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,1,{'30-09-2025': 318}
44856,klasse idee gGmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=kh4pf,DE,Germany,30655,Hannover,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'30-09-2016': 462}
110308,Klaus Stuckert GmbH und Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zfum6,DE,Germany,30171,Hannover,Micro (≤10),3-10,Craft,Handwerk,1,{'31-10-2025': 281}
38607,Kleeschulte Erden GmbH & Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7dwcv,DE,Germany,59602,Rüthen,Small (≤50),26-50,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-03-2024': 315}
38107,KLEIDERgrün,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5qcn,AT,Austria,6800,Feldkirch,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'30-12-2018': 571}
14964,kleindienst outdoor-assisted-development,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=cvel6,AT,Austria,3822,Karlstein,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,"{'30-09-2014': 563, '31-03-2018': 577, '31-05-2022': 495}"
14854,Kleinwechter & Bröker GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=gquj8,DE,Germany,48329,Havixbeck,Small (≤50),11-25,Craft,Handwerk,1,
14967,klien + team Holistische Organisationsberatung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=q2kpm,AT,Austria,5303,Thalgau,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,"{'31-03-2016': 563, '31-01-2022': 686, '31-07-2025': 592}"
41522,Klima Kontor – Planung und Beratung GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9ii3u,DE,Germany,22529,Hamburg,Micro (≤10),3-10,Services,Dienstleistung,1,{'31-10-2023': 591}
135372,Klimahaus Betriebsgesellschaft mbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=eqg9t,DE,Germany,28789,Bremerhaven,Mid (≤250),101-250,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,
152353,Klinglwirt,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=h662,DE,Germany,81669,München,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,
56534,Kloster Kirchberg – Berneuchener Verein,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=d66n3,DE,Germany,7212,Sulz am Neckar,Small (≤50),26-50,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,
36912,KLUFAMILY Familie & Beruf Management GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=oa0nu,AT,Austria,1020,Wien,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-12-2015': 474}
14855,"Knakruegge, Lutz",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jjt4v,DE,Germany,79539,Lörrach,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,"{'30-12-2013': 427, '31-05-2020': 406, '30-05-2020': 406}"
44803,KOCHUNDSIMON GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ekun2,DE,Germany,78462,Konstanz,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-05-2017': 290}
83190,Kollar GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=y50ay,AT,Austria,3180,Lilienfeld,Small (≤50),26-50,Craft,Handwerk,1,{'30-11-2024': 557}
118513,KölnBäder GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xfmak,DE,Germany,50676,Köln,Large (>250),251-500,Sports / Fitness / Beauty,Sport / Fitness / Beauty,1,{'31-05-2025': 377}
36753,Koloo Projects,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=bayar,AT,Austria,1010,Wien,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-04-2018': 432}
55127,Kommunale Dienste Göttingen (KDG) kAöR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lgkou,DE,Germany,37073,Göttingen,Mid (≤250),51-100,Other,Sonstige,1,{'30-11-2023': 342}
14660,Kortz Konfliktspezialisten,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ku51i,DE,Germany,14806,Bad Belzig,Micro (≤10),1-2,Consulting,Beratung / Consulting,2,"{'31-05-2017': 594, '31-01-2021': 627}"
39616,Krämerei am Markt,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dvavl,DE,Germany,57462,Olpe,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-03-2024': 354}
82407,KREUZER Medien GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=uoux8,DE,Germany,04103,Leipzig,Micro (≤10),3-10,Media,Medien,1,
106077,Križevci Entrepreneurship Center,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=w0nq3,HR,Croatia,48260,Križevci,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,{'31-08-2025': 238}
33611,kuhs architekten,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=sm71f,DE,Germany,79100,Freiburg,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-05-2023': 454}
18100,Kulturquartier Münster GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=owemy,DE,Germany,48157,Münster,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,2,"{'28-02-2019': 707, '31-08-2022': 717}"
14784,Kulturverein Schloss Goldegg,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5c350,AT,Austria,5622,Goldegg,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,{'31-12-2021': 658}
131833,Kurbetriebe Oberstdorf,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=g96qn,DE,Germany,87561,Oberstdorf,Small (≤50),26-50,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-07-2025': 201}
161865,Kurhaus Schärding Barmherzige Brüder,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=by4gn,AT,Austria,4780,Schärding am Inn,Mid (≤250),51-100,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,
14945,Kurt Egger – eku-konstruktiv,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=p0j82,AT,Austria,5201,Seekirchen am Wallersee,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,"{'30-06-2017': 348, '31-12-2021': 557}"
14921,KV&P Unternehmensberatung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=bx0f3,DE,Germany,28879,Grasberg,Micro (≤10),3-10,Fiscal Advice / Auditing,Steuerberatung / Wirtschaftsprüfung,1,
14661,La Perla,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9yr29,IT,Italy,39033,Colvara,Mid (≤250),51-100,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,
153690,LABORATORIO ECOTECH S.R.L.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jh97j,UR,Uruguay,12400,Montevideo,Small (≤50),11-25,Industry,Industrie,1,
89051,Lafim-Diakonie a.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dtleo,DE,Germany,14467,Potsdam,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-11-2024': 330}
62102,lahaye tiedemann gestalten GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=a7f7d,DE,Germany,89073,Ulm,Micro (≤10),1-2,Marketing / Avertising / PR,Marketing / Werbung / PR,1,{'31-10-2024': 595}
14793,"Landesverband Amateurtheater Baden-Württemberg e.V.,",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=it20p,DE,Germany,70327,Stuttgart,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,
14662,Landgut Stober Kontor GmbH & Co. Betriebs KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=m5h9j,DE,Germany,14641,Nauen OT Groß Behnitz,Mid (≤250),51-100,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,2,{'30-04-2021': 690}
33279,Landimmobilien,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=fbsnn,DE,Germany,79780,Stühlingen-Mauchen,Micro (≤10),1-2,Real Estate / Facility Management,Immobilien / Facility Management,1,{'31-05-2023': 454}
25485,Landkreis Marburg-Biedenkopf / Eigenbetrieb Jugend- und Kulturförderung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hb5z3,DE,Germany,35043,Marburg,Micro (≤10),3-10,Public Administration,Öffentliche Verwaltung,1,{'28-02-2023': 332}
78890,lands,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=rnouc,DE,Germany,48143,Münster,Micro (≤10),1-2,Services,Dienstleistung,2,"{'28-02-2019': 781, '31-07-2024': 626}"
44809,LANG HOLZWÄRME GMBH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=u2soe,AT,Austria,7023,Pöttelsdorf,Micro (≤10),3-10,Craft,Handwerk,1,{'30-12-2015': 325}
14756,Laube sozial-psychiatrische Aktivitäten GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=v6k6i,AT,Austria,5400,Hallein,Mid (≤250),101-250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,2,"{'06-09-2018': 348, '28-02-2022': 289}"
24522,LEBARTE  Johannes Falch,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=gmcvv,AT,Austria,6800,Feldkirch,Micro (≤10),3-10,Craft,Handwerk,3,"{'31-05-2016': 567, '30-04-2020': 549, '10-12-2023': 364}"
36531,LebensArt  GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=kypgp,DE,Germany,85356,Freising,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-12-2017': 685}
25428,Lebenshilfe Brakel gGmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=2dwlw,DE,Germany,33034,Brakel,Mid (≤250),101-250,Other,Sonstige,1,
82906,Lebenshilfe Ostallgäu-Kaufbeuren e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=v6b4p,DE,Germany,87600,Kaufbeuren,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-07-2024': 374}
19870,Lebenshilfe Tirol gem. GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jkve6,AT,Austria,6020,Innsbruck,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,2,"{'15-09-2016': 542, '28-02-2023': 312}"
30357,Lebensraum Holz GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=bdtft,DE,Germany,83043,Bad Aibling,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-08-2019': 303}
79094,Lebuco e.U.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=e3zou,AT,Austria,4040,Linz,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-03-2025': 355}
52981,Lederer Boutique Hotel,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zcvfq,AT,Austria,5710,Kaprun,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'15-11-2023': 236}
129847,LEDtec GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tq1ey,DE,Germany,33142,Büren,Small (≤50),11-25,Electrical / Electronics,Elektro / Elektronik,2,
112820,Lehm-Laden GmbH & Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=knnzj,DE,Germany,29456,Hitzacker,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-03-2025': 651}
20244,Lekido,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=sttmh,IT,Italy,39011,Lana,Micro (≤10),1-2,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-05-2021': 152}
14857,Lenz Consulting,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jphgl,AT,Austria,6830,Rankweil,Micro (≤10),1-2,Consulting,Beratung / Consulting,4,"{'10-09-2014': 289, '31-01-2018': 449, '30-04-2020': 459, '31-07-2023': 440}"
163027,Leocor gGmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=si1x,DE,Germany,80997,München,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,
117420,Leotron Srl Società Benefit,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=iava6,IT,Italy,37138,Verona,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,1,{'05-05-2024': 254}
36799,LernSINN erlebBAR e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9e6t9,DE,Germany,14656,Brieselang,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-11-2016': 612}
14755,"LEWANDOWSKI Beratung, Analyse, Entwicklung",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=t22rv,DE,Germany,50674,Köln,Micro (≤10),1-2,Consulting,Beratung / Consulting,2,{'30-09-2020': 640}
127545,LichteGeschichte,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1m3bl,DE,Germany,04103,Leipzig,Micro (≤10),1-2,Marketing / Avertising / PR,Marketing / Werbung / PR,1,{'28-09-2025': 314}
14978,Lichtenborner Kräuteer,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hh6a,DE,Germany,37181,Hardegsen-Lichtenborn,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-12-2021': 777}
14733,liesLotte MEDIEN VERLAG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zcwqq,DE,Germany,86169,Augsburg,Micro (≤10),3-10,Media,Medien,2,"{'31-07-2022': 282, '31-07-2023': 406}"
14788,Lilly Deutschland GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vyary,DE,Germany,61352,Bad Homburg,Large (>250),501-1000,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,3,"{'31-01-2022': 318, '31-12-2023': 371, '28-02-2026': 428}"
92515,Limonium Canarias SL,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1qxdg,ES,Spain,35018,Las Palmas de Gran Canaria,Micro (≤10),1-2,Other,Sonstige,1,{'30-09-2015': 764}
22837,Lindig Coaching-Wachstum-Integraton,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=k46x1,DE,Germany,51491,Overath,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-03-2023': 344}
51855,Liot Kunststofftechnik,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=qnvw9,AT,Austria,9991,Dölsach,Small (≤50),11-25,Craft,Handwerk,2,"{'31-10-2020': 215, '31-12-2023': 284}"
92487,LMC,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=v0sx0,ES,Spain,46022,Valencia,Micro (≤10),1-2,Other,Sonstige,1,{'16-06-2016': 470}
93873,Lotta Karotta Bio-Lieferservice OHG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=tgmhe,DE,Germany,37130,Gleichen-Rittmarshausen,Small (≤50),26-50,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-10-2024': 411}
23252,Luisenburg Festspiele,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=fb00u,DE,Germany,95632,Wunsiedel,Small (≤50),26-50,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,
19686,Lux Bau GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=sjrrv,AT,Austria,3170,Hainfeld,Mid (≤250),101-250,Construction / Architecture,Baugewerbe / Architektur,2,"{'30-06-2022': 399, '30-11-2024': 498}"
36803,LWP Institut Hannover,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=h99cd,DE,Germany,30453,Hannover,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-09-2016': 497}
14858,Maas Naturwaren GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=mawqw,DE,Germany,33334,Gütersloh,Mid (≤250),101-250,Textile,Textilbranche,1,
