id,organization,organization_link,country_code,country_name,postal_code,city,company_size_category,employees,economic_sector_EN,economic_sector_DE,number_of_balances_org_table,balance_scores
19279,Macrolibrarsi di Golden Books S.r.l.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=8d9o3,IT,Italy,47521,Cesena,Mid (≤250),51-100,Trade / Consumption,Handel / Konsum,1,{'30-01-2021': 418}
36805,Mae Terra – Seminare Anne Tscharmann & Robert Pilak,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=iuvof,AT,Austria,7022,Schattendorf,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-03-2016': 605}
104921,Mag. Daniela Christine Schwaiger,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lnry9,AT,Austria,5400,Hallein,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'28-09-2025': 440}
45837,Mag. Dr. Martin Sturmer,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xg7h6,AT,Austria,5110,Oberndorf,Micro (≤10),1-2,Marketing / Avertising / PR,Marketing / Werbung / PR,1,
22392,Mag. Michael Zitterl,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=age4w,AT,Austria,6065,Thaur,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-10-2022': 760}
35301,MAG. VERENA FLORIAN,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9ty4i,AT,Austria,1020,Wien,,,Consulting,Beratung / Consulting,1,
19538,Maga Ulli Fejer,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5792u,AT,Austria,8111,Gratwein-Straßengel,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-09-2022': 438}
156929,MAJORMAJOR Design Co. Schönbörner – Beerwart Gbr,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=62g3,DE,Germany,70376,Stuttgart,Micro (≤10),1-2,Marketing / Avertising / PR,Marketing / Werbung / PR,1,
44823,MAKAvA delighted GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=rpuj4,AT,Austria,8010,Graz,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-07-2016': 624}
14859,Malerei Wülser und Partner GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=2pxyg,CH,Switzerland,8405,Winterthur,Small (≤50),11-25,Craft,Handwerk,2,"{'31-12-2015': 446, '30-04-2020': 443}"
44825,Malermeister Andree Antosch,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ies0q,DE,Germany,22769,Hamburg,Small (≤50),11-25,Craft,Handwerk,1,{'30-04-2017': 300}
30355,Malteser Hilfsdienst gemeinnützige GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=249xi,DE,Germany,83278,Traunstein,Mid (≤250),51-100,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-07-2019': 371}
14860,Malzfabrik,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ss8xd,DE,Germany,12103,Berlin,Small (≤50),11-25,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,
14905,Manfred Jotter – Besser Wirtschaften,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=cunye,DE,Germany,20357,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,2,"{'31-05-2017': 448, '20-09-2020': 603}"
28515,Manfred Kofranek,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=68q49,AT,Austria,1090,Wien,,,,,3,
163545,Manuela Höfner – Das Aufräumfest,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=c11tt,DE,Germany,12555,Berlin,Micro (≤10),1-2,Services,Dienstleistung,1,
44827,MaranVEGAN GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7lm2e,AT,Austria,1060,Wien,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-12-2018': 655}
40996,Margit  und Josef Mayr-Lamm,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=q7pv4,AT,Austria,4511,Alhaming,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2,"{'28-09-2013': 598, '31-03-2016': 638}"
37705,Maria Henkys ShopConsult-NRW,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=4xwih,DE,Germany,40597,Düsseldorf-Benrath,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-11-2015': 543}
64670,Maria-Elisabeth Belpaire,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o7nqg,BE,Belgium,2018,Antwerpen,Micro (≤10),1-2,Other,Sonstige,1,{'30-06-2024': 531}
150760,Marianne Voit Coaching-Training-Supervision,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=kqfqn,DE,Germany,86558,Hohenwart,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-03-2026': 330}
30151,Marianne Voit-Lipowsky,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o6j5w,DE,Germany,86558,Hohenwart,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-07-2023': 423}
27489,Märkisches Landbrot GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1ca0b,DE,Germany,12057,Berlin,Small (≤50),26-50,Craft,Handwerk,4,"{'31-03-2015': 652, '31-03-2017': 689, '31-03-2019': 773, '31-10-2023': 756}"
85360,Markt5- Der regionale Concept Store,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=4ruwy,DE,Germany,59759,Arnsberg,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1,{'31-12-2024': 255}
24844,Markthalle Betriebsgesellschaft mbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=p3dem,DE,Germany,20095,Hamburg,Small (≤50),26-50,Trade / Consumption,Handel / Konsum,1,{'30-04-2023': 298}
32323,Markus Hölzl,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3s465,DE,Germany,81827,München,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-04-2023': 281}
14861,Marmed GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=e1jbx,DE,Germany,35091,Cölbe,Small (≤50),11-25,Pharma,Medizin / Pharma,1,{'30-10-2020': 458}
124369,Maßstab Diamant GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=lb7xr,DE,Germany,32584,Löhne,Small (≤50),26-50,Marketing / Avertising / PR,Marketing / Werbung / PR,1,{'31-08-2025': 193}
14764,Mathias Winkler – Nachhaltige Finanzlösungen,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=y3ro4,DE,Germany,81543,München,Micro (≤10),1-2,Finance,Finanzen,1,{'31-07-2021': 463}
14735,Mathis Spenglerei GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=528go,AT,Austria,6844,Altach,Small (≤50),11-25,Craft,Handwerk,1,{'31-05-2021': 180}
14747,Matthias Brunk,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=143tb,DE,Germany,53129,Bonn,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-10-2021': 473}
35669,Mattlihaus KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=v8fae,DE,Germany,87541,Oberjoch,Small (≤50),11-25,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-07-2023': 455}
139399,media4nature GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=t0gte,DE,Germany,90425,Nürnberg,Micro (≤10),1-2,Marketing / Avertising / PR,Marketing / Werbung / PR,1,{'30-11-2025': 141}
48622,Medus des Andreas Gögele & Co. KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=zkvv7,IT,Italy,39012,Meran/o,Small (≤50),11-25,Printing / Paper / Packaging,Druck / Papier / Verpackung,1,{'28-02-2022': 249}
80060,"MehrWert GmbH für Finanzberatung und Vermittlung, Bamberg",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=z75dp,DE,Germany,96047,Bamberg,Micro (≤10),3-10,Finance,Finanzen,1,{'31-10-2024': 325}
55101,mehrWerte Unternehmensentwicklung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=fo64t,AT,Austria,1140,Wien,Micro (≤10),1-2,Consulting,Beratung / Consulting,3,{'31-01-2024': 613}
44832,Meierei Horst eG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=yxqx1,DE,Germany,25358,Horst (Holstein),Small (≤50),11-25,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'30-04-2017': 419}
14803,Mein Grundeinkommen e.V. (gemeinnützig),https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=q05bl,DE,Germany,12053,Berlin,Small (≤50),11-25,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-10-2021': 540}
14862,Mein Kindskopf UG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=jkp3m,DE,Germany,83324,Ruhpolding,Micro (≤10),1-2,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-10-2020': 426}
35292,"Meister Küfner Nusseckenmanufaktur, Nürnberg",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ctjqk,DE,Germany,90461,Nürnberg,,,Craft,Handwerk,2,"{'30-06-2023': 351, '30-09-2025': 368}"
45835,Meisterfloristik Oberndorf,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=o9c7f,AT,Austria,5110,Oberndorf,Micro (≤10),3-10,Craft,Handwerk,1,{'30-06-2024': 320}
14817,Melchinger Systemhaus UG (haftungsbeschränkt),https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=dk5hi,DE,Germany,71126,Gäufelden,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-12-2021': 288}
24896,Mellauner S.r.l.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=8pr4s,IT,Italy,39042,Brixen,Micro (≤10),3-10,Transport / Logistics,Verkehr / Transport / Logistik,1,{'31-01-2023': 257}
36811,mentalenz Corinna Lütsch & Carsten Schaeffer GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=if0st,DE,Germany,22417,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-07-2017': 399}
82677,Meraner Weinhaus – PUR Südtirol,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wpabo,IT,Italy,39011,Lana,Mid (≤250),51-100,Trade / Consumption,Handel / Konsum,1,
44845,Mercacultura GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1tswu,AT,Austria,8181,St. Ruprecht an der Raab,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-07-2016': 541}
163538,Mercè Ardiaca · simultans®,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=epuo7,DE,Germany,10961,Berlin,Micro (≤10),1-2,Services,Dienstleistung,1,
29734,Metzler Käse – Molke GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hfjje,AT,Austria,6863,Egg,Small (≤50),11-25,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,2,"{'31-05-2016': 568, '30-06-2019': 407}"
14790,mg: mannheimer gründungszentren gmbh,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=kmmo0,DE,Germany,68163,Mannheim,Small (≤50),26-50,Real Estate / Facility Management,Immobilien / Facility Management,1,{'28-02-2022': 230}
14798,Michael Selig – Berater für Organisation und Transformation,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=vikqa,DE,Germany,74594,Kreßberg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-12-2021': 473}
37755,Michael Vongerichten,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=1w7av,DE,Germany,14119,Berlin,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-03-2017': 478}
37758,Michael Weiss,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=16dmi,AT,Austria,8144,Tobelbad,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-10-2016': 329}
143252,Michael Winkler,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=xaryl,AT,Austria,2391,Kaltenleutgeben,Micro (≤10),3-10,Craft,Handwerk,1,{'31-10-2025': 348}
147396,Michaelshof Hepsisau,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=w5uro,DE,Germany,"73,235",Weilheim an der Teck,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-12-2025': 443}
14961,Mick Petersmann,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3guum,DE,Germany,20259,Hamburg,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-04-2022': 525}
22381,mICU-Alps GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=t315f,AT,Austria,6060,Hall in Tirol,Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'31-10-2022': 653}
80072,"MINOVA Information Services GmbH, Würzburg",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=fig2k,DE,Germany,97072,Würzburg,Small (≤50),11-25,EDP / IT,EDV / IT,1,{'31-10-2024': 221}
48630,MITTELBERGER & CO OHG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=av8s,IT,Italy,39100,Bozen/Bolzano/Bulsan,Small (≤50),11-25,Craft,Handwerk,1,{'30-12-2020': 482}
14809,Mobility Center GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=z6vy5,DE,Germany,04107,Leipzig,Small (≤50),11-25,Transport / Logistics,Verkehr / Transport / Logistik,2,"{'31-01-2022': 454, '31-01-2025': 479}"
14725,MobilSpiel e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=itqi8,DE,Germany,81379,München,Small (≤50),26-50,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'31-03-2021': 458}
15588,"Möckernkiez Genossenschaft für selbstverwaltetes, soziales und ökologisches Wohnen eG",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=f164i,DE,Germany,10963,Berlin,Micro (≤10),3-10,Real Estate / Facility Management,Immobilien / Facility Management,1,{'30-09-2022': 510}
14995,Mode & Sport Moreau GesmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=y29kv,AT,Austria,5710,Kaprun,Small (≤50),11-25,Trade / Consumption,Handel / Konsum,2,"{'31-10-2017': 384, '31-10-2021': 390}"
14940,Moin Bio Backwaren GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=r3xkn,DE,Germany,25348,Glückstadt,Small (≤50),26-50,Craft,Handwerk,2,"{'28-02-2022': 533, '31-01-2025': 642}"
75629,mondo buchhandlung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=8xtbd,DE,Germany,33602,Bielefeld,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1,{'30-11-2024': 348}
30038,Monika Riedl Christallmanufaktur,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=69jyz,AT,Austria,5303,Thalgau,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,{'30-09-2018': 448}
14963,monomeer. Alles ohne Plastik,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=iypqd,DE,Germany,78467,Konstanz,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1,{'31-05-2022': 443}
44182,Monteverde Cooperativa Sociale di Solidarietà – Onlus,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=x2ude,IT,Italy,37030,Badia Calavena,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'12-05-2023': 452}
133262,Monteverde Cooperativa Sociale di Solidarietà – Onlus,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=i0fws,IT,Italy,37030,Badia Calavena (VR),Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,
74013,Müller & Mooseder Unternehmensberatung,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=3n1dl,DE,Germany,85221,Dachau,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-11-2024': 200}
14663,Müller Bau GmbH & Co KG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=ija7k,AT,Austria,6844,A-Altach,Small (≤50),26-50,Construction / Architecture,Baugewerbe / Architektur,1,{'30-06-2021': 249}
14736,MÜLLER Ofenbau Bertram u. Harald Müller GesnbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=8bwg5,AT,Austria,6713,Ludesch,Micro (≤10),3-10,Craft,Handwerk,1,{'31-05-2021': 297}
78430,müller ofenbau gmbh,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=l9sxi,AT,Austria,6713,Ludesch,Micro (≤10),3-10,Craft,Handwerk,1,{'30-11-2024': 336}
14864,"Müller, Horst",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=sigmn,DE,Germany,81675,München,Micro (≤10),1-2,Consulting,Beratung / Consulting,2,"{'31-12-2015': 614, '31-03-2020': 506}"
33857,München kocht!,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6yx6l,DE,Germany,80339,München,Micro (≤10),1-2,Services,Dienstleistung,2,{'30-11-2023': 232}
30299,Münchner Aids- Hilfe e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=mblrh,DE,Germany,80337,München,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-11-2019': 456}
46973,Münsterland gGmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=4te1a,DE,Germany,48565,Steinfurt,Small (≤50),11-25,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'31-10-2023': 487}
56536,Mutpol – Diakonische Jugendhilfe Tuttlingen,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=5fp6k,DE,Germany,78532,Tuttlingen,Large (>250),>250,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,
84899,MYCB1 Group B.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=64t1s,NL,Netherlands,1098,XG Amsterdam,Micro (≤10),3-10,Pharma,Medizin / Pharma,1,{'31-01-2025': 187}
143254,myssion consulting gmbh,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=s1ck0,AT,Austria,1030,Wien,Micro (≤10),3-10,Consulting,Beratung / Consulting,1,{'31-10-2025': 148}
36608,"N-Motion, Röhrle & Henle Partnerschaftsgesellschaft",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=s8ang,DE,Germany,89073,Ulm,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'31-01-2024': 417}
14955,n.e.s.t. Bauprojektierung und Vermietung AG,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=21yfr,DE,Germany,72070,Tübingen,Micro (≤10),1-2,Construction / Architecture,Baugewerbe / Architektur,4,"{'31-05-2022': 506, '30-11-2023': 541, '30-04-2024': 580}"
14810,Nack Büroeinrichtungen GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=16opa,DE,Germany,22041,Hamburg,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'30-11-2021': 395}
36813,Nagl-Pölzer Consulting,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=rd5tn,AT,Austria,2393,Sittendorf,Micro (≤10),1-2,Consulting,Beratung / Consulting,1,{'30-08-2015': 375}
132141,Naturbackstube Kreis e.K.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=b5jnb,DE,Germany,44229,Dortmund,Micro (≤10),3-10,Craft,Handwerk,1,{'02-11-2025': 434}
14993,naturblau+++ Die Werteagentur,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=p20x,DE,Germany,78359,Orsingen-Nenzingen,Micro (≤10),3-10,Marketing / Avertising / PR,Marketing / Werbung / PR,2,{'31-05-2017': 522}
35302,nature and progress,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=b184e,DE,Germany,79585,Steinen Endenbzrg,,,Consulting,Beratung / Consulting,1,{'30-04-2023': 490}
35652,Naturerlebniszentrum Allgäu,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wpayl,DE,Germany,87527,Sonthofen,Micro (≤10),1-2,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,1,{'31-07-2023': 373}
44949,Naturgarten Schönegge Schönegge GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=6sthu,DE,Germany,85405,Nandlstadt,Micro (≤10),3-10,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,{'31-12-2017': 732}
92832,Naturkost Elkershausen GmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=uawt7,DE,Germany,37079,Göttingen,Mid (≤250),101-250,Trade / Consumption,Handel / Konsum,1,{'31-10-2024': 421}
24848,Naturkost Nord Großhandelsgesellschaft mbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=l588o,DE,Germany,21218,Seevetal / Hittfeld,Mid (≤250),51-100,Trade / Consumption,Handel / Konsum,1,{'30-04-2023': 502}
14979,Naturkost Querbeet,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9lr3u,DE,Germany,34132,Kassel,Micro (≤10),3-10,Trade / Consumption,Handel / Konsum,1,{'31-12-2021': 744}
14865,natürlich unverpackt,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=epjer,DE,Germany,48145,Münster,Micro (≤10),1-2,Nutrition / Agriculture / Forestry,Nahrungsmittel / Land /  Forstwirtschaft,1,
82913,Naturpark Nagelfluhkette e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=g3wg0,DE,Germany,87509,Immenstad-Bühl,Micro (≤10),3-10,Other,Sonstige,1,{'31-07-2024': 371}
56313,Naturresort Gerbehof,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=7t4hb,DE,Germany,88048,Friedrichshafen,Micro (≤10),3-10,Tourism / Hotel / Catering,Tourismus / Hotel / Gastronomie,1,{'31-12-2023': 536}
140204,NAUST HUNECKE und Partner CPA mbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=wruyt,DE,Germany,58636,Iselohn,Mid (≤250),51-100,Consulting,Beratung / Consulting,1,{'30-09-2025': 266}
14712,"NAVISANA eG, seit 2019 GbR",https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hby8d,DE,Germany,50858,Köln,Micro (≤10),3-10,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,1,{'30-04-2021': 316}
21570,Nell-Breuning-Haus,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hr7sr,DE,Germany,52134,Herzogenrath,Small (≤50),26-50,Education / University / Polytechnic / Schools,Bildung / Universität / FH / Schulen,2,"{'31-01-2023': 331, '28-02-2026': 427}"
14771,Nellie Nashorn Soziokultur gGmbH,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=pdnby,DE,Germany,79539,Lörrach,Micro (≤10),3-10,Art / Culture / Entertainment,Kunst / Kultur / Unterhaltung,1,{'30-11-2021': 408}
84749,NEST Architekten GbR,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=9nbjh,DE,Germany,81673,München,Micro (≤10),3-10,Construction / Architecture,Baugewerbe / Architektur,1,{'31-07-2024': 395}
38110,Nets.werk Steyr – Nachhaltig leben,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=acgl3,AT,Austria,4400,Steyr,Micro (≤10),1-2,Trade / Consumption,Handel / Konsum,1,{'31-12-2014': 615}
132147,netz.NRW – Verband für Ökologie und soz. Wirtschaften e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=hspth,DE,Germany,44147,Dortmund,Micro (≤10),3-10,Services,Dienstleistung,1,{'02-11-2025': 568}
68060,Netzwerk Geburt und Familie e.V.,https://audit.ecogood.org/firmenauskunft-2/?lang=de&qrfkey=deikm,DE,Germany,80337,München,Small (≤50),26-50,Health / Social Affairs / Nursing,Gesundheitswesen / Soziales / Pflege,2,"{'31-03-2021': 527, '31-07-2024': 606}"
